row_id,tic_id,toi_id,Disposition,RA,Dec,Tmag,Epoc,Period,Duration,Transit_Depth,Sectors,camera,ccd,star_rad,star_mass,teff,logg,SN,Qingress
8255,122686263,0.01,J,42.203046,-31.65773,11.268,1383.891516,0.110963,0.454326907,2400,4,2,1,7.376246,,4861.62,,15.12055,0.29452
8256,122686265,0.01,J,42.192239,-31.652268,10.524,1383.889211,0.143103,0.548588213,1270,4,2,1,1.86239,1.7177,7492.5,4.13324,13.16217,0.31412
8257,122686610,0.01,J,42.357016,-30.812936,7.631,1383.867186,0.171706,0.722813578,380,4,2,1,1.6949608,1.90711,7977.25,4.31712,17.94036,0.01093
8258,122686711,0.01,J,42.390713,-31.458964,10.54,1383.856152,0.109071,0.355117725,3690,4,2,1,1.93498,1.79959,8670,4.12025,20.61622,0.08424
8259,122687322,0.01,J,42.364832,-35.67476,10.565,1383.833953,1.005502,13.42851943,8740,4,2,1,1.60946,1.4574,7249.25,4.18865,59.61706,-1.00464
8260,12523124,0.01,J,51.294375,-6.735697,7.971,1411.246536,1.55605,6.233660784,440,4,1,2,1.1568539,1.34318,6381.15,,14.24747,0.31267
8261,12546422,0.01,J,51.969342,-10.643619,10.314,1413.187505,5.812049,2.159292444,7540,4,1,2,0.8337734,1.01292,5446,4.61174,35.51185,0.20923
8262,12630479,0.01,J,53.00125,-9.385151,9.389,1411.127386,0.10158,0.292282229,1050,4,1,2,1.669858,1.65914,7346.3335,4.2155,11.36699,0.10313
8263,12631605,0.01,EB,53.116199,-6.972201,10.178,1411.260531,0.708832,2.214958234,248310,4,1,2,0.97694,0.960985,5430,4.42461,129.95059,0.37285
8264,12632044,0.01,J,53.1811,-8.9276,11.56,1411.101874,0.201575,1.34926242,58130,4,1,2,0.453,0.481,3624,4.80838,58.95794,-0.29854
8265,12632558,0.01,J,53.088216,-11.230053,8.288,1411.357618,1.217363,4.456425081,2710,4,1,2,1.6142378,1.59165,7143,4.18891,10.73641,0.03787
8266,129782747,0.01,J,53.802778,-39.945514,8.207,1411.136307,0.108332,0.267380709,7060,4,3,2,3.4129903,1.58065,7285.285,3.55644,11.688,0.08176
8267,129784812,0.01,J,54.114634,-41.165094,11.923,1411.053404,0.177573,1.857356757,157550,4,3,2,1.3808364,0.964364,6218.3335,4.39962,78.50158,-0.59339
8268,129809776,0.01,J,54.266759,-38.835359,9.408,1411.260024,0.473775,5.76091449,7610,4,3,2,1.8054162,0.821367,5147.0474,4.49827,58.24412,-0.97945
8269,129810365,0.01,J,54.255916,-41.527656,8.833,1384.608991,0.292364,2.064604401,132880,4,3,2,1.0221561,0.864749,5489,4.24758,60.75349,0.41346
8270,129863431,0.01,J,55.728858,-40.766577,11.268,1411.232978,0.302148,1.175114002,2260,4,3,2,1.2632803,1.11575,6343.75,4.13894,24.87176,0.49093
8271,129888396,0.01,J,56.041164,-40.957833,11.54,1411.373126,1.030307,7.184536772,5320,4,3,2,0.7991893,,4954.25,,23.79148,0.39395
8272,129888462,0.01,EB,56.054293,-41.279657,8.566,1411.625228,0.722312,2.88947914,582770,4,3,2,1.4509224,1.18702,6589.62,4.05817,135.7683,0.45212
8273,137860799,0.01,J,48.229783,-18.438588,8.649,1411.268984,0.347107,3.429278317,880,4,2,3,1.1480092,1.14023,6307.62,4.2945,50.92699,-0.43567
8274,137860956,0.01,J,48.144947,-19.532685,11.883,1411.105544,0.385421,2.12215886,258500,4,2,3,1.5219212,0.982022,5431.3335,4.38568,32.18971,0.31344
8275,13912397,0.01,J,74.207793,-39.603415,13.436,1411.252861,0.412516,4.534375872,9830,4,3,1,1.1113267,,5087,,44.97938,-1.14299
8276,139369035,0.01,EB,67.123998,-65.923606,11.759,1330.676239,5.887552,9.628267039,134780,4,4,2,3.0928664,,5005.63,,68.17268,0.28817
8277,139370700,0.01,J,67.268493,-69.610558,10.693,1326.750096,1.120085,4.618872113,5490,4,4,2,,,,,21.07771,0.03428
8278,139370701,0.01,J,67.268437,-69.612198,7.785,1326.750573,1.120085,5.771305168,470,4,4,2,1.381527,1.55128,6469.15,,32.06668,0.30978
8279,139371718,0.01,J,67.11888,-71.688979,10.931,1355.14264,2.77975,8.05504836,7030,4,4,2,2.8278282,0.991562,5758.5,4.27085,19.74218,0.36782
8280,139471303,0.01,J,35.647426,-24.295628,10.129,1390.610092,22.745838,5.988524229,1200,4,2,4,1.4910387,0.954445,5774.15,3.94592,18.32118,0.22514
8281,139471357,0.01,EB,35.725391,-24.619341,11.904,1383.957218,0.317873,2.715525464,1680,4,2,4,0.91293263,0.987806,5799.3335,4.38111,31.14408,-0.50754
8282,139485026,0.01,J,36.101366,-25.914238,10.896,1385.832809,0.104308,0.077880525,2210,4,2,4,1.9327741,1.02323,5761.5,3.52,13.25373,0.22008
8283,139523634,0.01,J,36.247475,-24.219466,11.639,1384.026909,0.475989,2.653619635,36680,4,2,4,,,8074,,38.0349,-0.12138
8284,139525438,0.01,J,36.321211,-23.903615,11.959,1383.884944,0.181343,1.424920757,390910,4,2,4,1.3172549,0.961766,5466,4.40166,103.85214,-0.50918
8285,13955081,0.01,J,75.1675,-40.8293,13.25,1411.223179,0.380654,4.58767246,6410,4,3,1,0.191,0.16,3079,5.08048,39.61443,-1.30625
8286,140072112,0.01,J,57.149471,-37.620172,3.889,1411.093916,0.265233,1.516538638,440,4,3,1,,,10046,,22.83547,-0.21377
8287,140072113,0.01,J,57.147847,-37.621972,6.941,1411.090328,0.265302,1.219455337,3330,4,3,1,,,,4.40614,14.43943,0.00105
8288,140072115,0.01,J,57.168379,-37.638847,11.005,1411.103333,0.265057,2.115536542,186300,4,3,1,,,3350,,31.66332,0.39213
8289,140140034,0.01,EB,58.032296,-39.2615,7.056,1412.000321,1.319334,2.528688318,1900,4,3,1,10.714999,0.798582,5109.42,2.29818,49.05665,0.38411
8290,140142451,0.01,J,58.397329,-38.524747,9.573,1411.231067,0.560858,3.151124587,11140,4,3,1,1.67435,1.82037,8008.6665,4.2509,29.14963,-0.37195
8291,140143065,0.01,J,58.348595,-41.276053,10.472,1411.656144,0.752905,3.712785368,1570,4,3,1,,,3978.325,,13.89972,0.21612
8292,140205686,0.01,J,59.007418,-38.790146,11.312,1411.248942,0.400958,2.29748934,68510,4,3,1,1.5711619,0.918604,5985,3.82837,34.92228,0.02666
8293,140511141,0.01,J,66.647039,-76.549228,10.837,1330.933337,41.124584,3.217587452,15110,4,4,3,1.0447026,0.845432,5163.5225,4.21394,21.27586,0.00538
8294,140511383,0.01,J,66.942782,-75.855479,11.869,1327.83109,2.261972,4.823429093,2690,4,4,3,1.4601793,1.41344,7253.75,4.20024,21.19944,0.29636
8295,140575804,0.01,J,67.559352,-72.950966,10.714,1326.083102,0.650012,5.193491878,750,4,4,2,2.1231716,1.3622,6500.2534,3.7681,30.76335,-0.67284
8296,140578229,0.01,J,67.842865,-75.433502,11.64,1327.348489,1.672925,4.39443939,500,4,4,3,1.5458771,,6641.2197,,10.64172,0.1681
8297,140580482,0.01,J,68.528985,-73.951208,8.182,1339.0471,18.537565,3.67043787,570,4,4,3,37.967697,,4067.01,,18.86992,0.21188
8298,140580579,0.01,J,68.205281,-73.758892,11.551,1326.134543,0.743765,4.033645849,184290,4,4,3,2.4365766,1.25819,6366,4.30384,64.66842,0.30371
8299,140596513,0.01,J,68.645726,-72.733712,6.798,1325.773097,0.153253,0.772174436,5270,4,4,2,3.4540768,1.7074,7765.5,3.57695,40.20541,-0.05494
8300,140598047,0.01,J,68.659087,-75.675172,9.359,1325.761462,0.132767,0.521009572,1040,4,4,3,1.94665,1.92309,8102.95,4.14385,21.88083,-0.01383
8301,140598406,0.01,J,68.75545,-76.848814,8.13,1327.621094,6.455057,3.928805892,630,4,4,3,33.992165,,4115.75,,13.37032,0.23926
8302,140598409,0.01,J,68.722836,-76.856432,7.738,1327.621085,6.455057,3.893173978,470,4,4,3,12.045935,0.695199,4701.66,1.95566,13.93182,0.2224
8303,140599371,0.01,J,69.012186,-75.495794,11.034,1325.757515,0.137024,0.387295596,1520,4,4,3,2.0342026,1.5579,7368.995,4.16439,24.23868,0.16338
8304,140608456,0.01,J,71.478067,-76.277946,11.08,1350.365274,14.982646,2.384038632,5070,4,4,3,0.61329615,,4603.86,,23.14059,0.03738
8305,140609145,0.01,J,71.655189,-74.661889,10.612,1325.692849,0.101178,0.446097849,1310,4,4,3,2.3042226,1.71135,7291.18,3.80921,22.23675,0.03028
8306,140633220,0.01,J,71.801644,-73.01701,10.828,1326.099294,0.149369,0.503277934,720,4,4,3,1.7682208,1.08295,5610.1333,4.31659,9.63886,0.22248
8307,140633222,0.01,J,71.743291,-73.017378,9.999,1325.763929,0.14936,0.426428774,680,4,4,3,2.5154228,1.42154,6660.5664,3.76551,12.27412,0.14186
8308,140635111,0.01,J,72.001881,-75.782075,9.262,1325.769956,0.105052,0.434259756,1200,4,4,3,3.39075,1.71969,7280.68,3.45422,17.98189,-0.06797
8309,140635273,0.01,J,71.807176,-76.233925,11.691,1327.661337,1.937913,8.328995041,1520,4,4,3,3.089951,,5016.3496,,15.91058,0.40885
8310,140635831,0.01,J,71.896709,-77.872505,10.824,1325.872063,0.277325,1.755733482,54170,4,4,3,1.9041044,1.34458,6266,4,78.53819,0.39716
8311,140635906,0.01,J,72.261864,-77.775062,11.864,1333.905578,49.021529,13.47111617,4180,4,4,3,2.1671104,1.06885,5838,4.32443,16.87438,0.26765
8312,140658373,0.01,J,72.131607,-73.960808,10.889,1325.723766,0.495632,1.105655866,270,4,4,3,23.188093,,4212.92,,9.03593,0.18683
8313,140662072,0.01,J,72.528334,-72.945417,11.082,1325.754453,0.120059,0.579049359,2560,4,4,3,2.2716188,1.52328,7194.4697,3.94411,24.34909,-0.0293
8314,140758548,0.01,J,74.269647,-72.918914,9.21,1340.167262,30.534849,6.097198648,1130,4,4,3,12.154809,,4531.54,,16.54193,0.1915
8315,140760434,0.01,EB,74.130224,-74.920471,10.717,1347.982544,31.882937,8.753779183,7620,4,4,3,1.98893,1.33777,5821.5,3.96199,26.1979,0.21463
8316,140761918,0.01,EB,74.532025,-77.343707,11.903,1326.649832,1.589559,3.582993151,473910,4,4,3,1.7250552,1.04663,5688.25,4.33805,1595.13093,0.49419
8317,140799762,0.01,J,74.631567,-72.89668,11.392,1325.739499,0.110571,0.586548195,1360,4,4,3,2.15855,1.58603,8081.5,3.97945,19.68034,0.15637
8318,140801675,0.01,J,75.199941,-72.450493,11.826,1344.748261,42.520705,10.17435429,16090,4,4,3,1.10918,1.09559,5615.83,4.37906,14.46045,0.24711
8319,140801898,0.01,J,74.899923,-72.639133,10.363,1326.423895,0.768744,3.671336845,13230,4,4,3,1.7239562,1.18541,6550.5,4.26038,36.63644,-0.1156
8320,140802204,0.01,J,75.160466,-72.867415,11.013,1326.704114,1.079451,4.36737239,1600,4,4,3,2.5608065,,4488.62,,15.09863,-0.00711
8321,140802498,0.01,EB,75.126713,-73.089383,10.819,1329.02818,3.963187,4.097618303,144280,4,4,3,1.8021132,1.24679,5943.75,4.01194,154.87947,0.41007
8322,140803364,0.01,J,75.142253,-73.858114,9.264,1326.973965,1.941104,3.748349468,310,4,4,3,10.878004,0.753543,4525.57,3.15,11.09682,0.19229
8323,140804402,0.01,J,75.031716,-75.132763,11.293,1325.800887,0.306355,1.331394322,520,4,4,3,1.0049644,1.06727,5762.6665,4.34771,15.23187,-0.00079
8324,140804675,0.01,J,75.130044,-75.578419,10.007,1340.115929,18.263041,4.869657252,1020,4,4,3,16.895086,0.668492,4220.765,1.11,11.70528,0.24659
8325,140826848,0.01,J,75.080513,-77.026732,11.952,1325.794911,1.12021,5.606606242,11970,4,4,3,2.2840405,1.06108,5710,4.32902,29.86885,-0.28398
8326,140827017,0.01,EB,74.858144,-77.546534,11.794,1326.281314,1.036972,4.047675026,227320,4,4,3,1.7368547,1.47957,7547.3335,4.18301,204.37721,0.42958
8327,140827714,0.01,J,75.452253,-76.238062,11.862,1326.031553,0.345582,2.437348376,155050,4,4,3,1.4030263,0.918332,5357.5,4.43523,88.55291,0.42804
8328,140830457,0.01,J,75.491562,-72.862081,10.054,1325.984854,1.158264,3.279091715,230,4,4,3,11.167489,,4502.645,0.14,9.41869,0.1784
8329,140856962,0.01,J,75.643432,-76.211277,11.206,1325.817843,0.345363,0.884737119,400,4,4,3,1.1177522,0.934798,5375,4.20077,11.26445,0.17932
8330,140857732,0.01,J,76.300238,-77.545608,11.985,1326.215998,1.611481,6.283615634,950,4,4,3,2.1897945,1.52943,7901.6226,4.17091,16.03263,0.27133
8331,140858220,0.01,J,76.111458,-76.182075,11.891,1325.877669,0.374367,2.094807985,3680,4,4,3,0.7706461,,4875.77,,45.18013,-0.18871
8332,140859822,0.01,J,76.1144,-74.0306,12.068,1326.04854,0.413928,4.118053772,2400,4,4,3,0.234,0.211,3186,5.02428,24.88454,-0.66391
8333,140891597,0.01,J,76.710653,-72.353279,10.019,1325.789225,0.235683,2.97090677,33740,4,4,3,1.2877562,0.820283,4970.7954,4.36376,93.27273,-0.95185
8334,140892243,0.01,EB,76.440235,-72.592465,11.291,1325.797072,1.687115,3.993603659,9080,4,4,3,0.8945271,0.959159,5108.6665,4.3046,39.38847,0.37717
8335,140893238,0.01,J,76.538714,-73.037609,6.264,1325.969568,0.394681,4.797552789,730,4,4,3,2.8375,2.31424,9200,3.89696,152.42021,-0.65058
8336,140895885,0.01,J,76.756806,-74.612941,10.265,1325.863513,0.412048,1.137153588,310,4,4,3,11.582891,,4454.06,,9.23569,0.16908
8337,140938247,0.01,J,77.17774,-74.846881,8.388,1325.753188,0.111061,0.388651306,1640,4,4,3,1.6355183,1.91552,8000,4.29163,20.24283,0.174
8338,140938580,0.01,EB,76.89269,-74.413691,9.129,1327.959145,2.374118,1.846114157,410,4,4,3,10.600628,0.788604,4761.66,2.28952,10.62068,0.23317
8339,140940493,0.01,J,77.018015,-72.708968,10.152,1325.764174,0.124463,1.110608242,1770,4,4,3,0.84319574,0.967469,5351.535,4.50311,117.37654,-0.46817
8340,140942918,0.01,J,77.284928,-72.698393,11.013,1325.912757,1.518324,3.418415387,310,4,4,3,1.3143574,1.39868,6317,4.11809,9.19192,0.21092
8341,140944346,0.01,J,77.334176,-73.83675,11.598,1327.314531,42.930608,4.481955475,7410,4,4,3,7.5306854,,4862.128,,19.29288,0.14885
8342,140945929,0.01,J,77.546873,-75.766594,10.221,1326.073479,1.405945,4.09129995,230,4,4,3,10.099913,,4775.71,,10.55223,0.17423
8343,140967506,0.01,EB,77.419673,-77.023308,11.664,1332.694886,32.346089,7.320566862,9360,4,4,3,4.0599046,,5142,,92.78757,0.35833
8344,140967545,0.01,J,77.287115,-77.131525,11.965,1325.863511,0.369327,2.016879974,380200,4,4,3,0.95633,0.914253,5311,4.43828,94.13712,0.42755
8345,140968117,0.01,J,77.611778,-77.217095,6.672,1340.140779,49.414377,2.846268115,18980,4,4,3,8.922057,0.686718,4594,2.10155,16.06741,-0.44169
8346,140968645,0.01,J,77.960592,-75.898855,10.895,1330.948308,3.273154,0.854685972,1170,4,4,3,9.161276,,4890.23,,10.05291,0.24195
8347,140970419,0.01,J,77.71889,-73.762869,11.109,1326.173405,0.958955,2.669040272,320,4,4,3,9.023609,,4851.88,,9.22194,0.16489
8348,140970481,0.01,J,77.835173,-73.695935,11.87,1326.176232,0.575772,6.642704595,520,4,4,3,2.7086926,1.1232,5705.407,4.29692,21.46358,-0.02915
8349,140970632,0.01,J,77.714176,-73.563405,11.17,1326.048782,0.508417,1.569056209,310,4,4,3,5.1877465,,4461.893,,9.03732,0.19256
8350,140974951,0.01,J,78.259153,-73.320281,9.349,1325.749618,0.458411,1.021413054,2250,4,4,3,5.0121136,0.718569,4848.0435,2.80767,14.60798,0.26455
8351,140975023,0.01,J,78.192005,-73.371428,9.232,1325.73223,0.177094,0.532982102,5620,4,4,3,3.9268289,1.64433,6724.47,3.54697,22.89976,0.16498
8352,140998219,0.01,J,78.099177,-77.201909,11.234,1326.042233,9.361007,2.120829746,1380,4,4,3,1.8724421,1.8866,7757,4.10817,10.05312,0.14736
8353,140998599,0.01,J,78.662273,-77.494375,11.424,1325.981779,0.488763,3.20366551,1410,4,4,3,2.0253265,1.07333,5386,4.32187,53.15504,0.50786
8354,140998873,0.01,J,78.478209,-76.695562,9.447,1342.674,1.419086,0.369529994,1640,4,4,3,12.257517,0.74834,4518.3574,1.84,19.21918,0.24401
8355,141000703,0.01,J,78.748196,-73.93756,11.118,1325.803527,0.172865,1.724058706,207800,4,4,3,1.5174961,1.05865,5338,4.11104,163.18564,-0.68418
8356,141000738,0.01,J,78.689028,-73.888877,11.388,1325.726355,0.172798,0.600341724,480,4,4,3,1.6294146,1.17497,5461,3.95235,12.424,0.14267
8357,141001699,0.01,J,78.730163,-73.000698,11.493,1325.778541,0.173237,0.452106993,480,4,4,3,1.1744359,1.0214,5442.25,4.35545,10.65096,0.11969
8358,141024594,0.01,J,78.927376,-71.984733,11.947,1350.016749,31.56903,5.720308236,15870,4,4,3,1.3140877,1.09918,5721,4.30824,21.5362,0.19209
8359,141026959,0.01,J,79.00127,-73.644172,9.507,1325.71529,0.313929,1.128637541,3290,4,4,3,2.7942996,1.57002,6538.39,3.86598,18.41148,0.21508
8360,141027216,0.01,J,78.798722,-73.911528,11.517,1325.803258,0.172873,1.690407513,3710,4,4,3,7.1698656,,4727.175,,109.59915,-0.67553
8361,141027451,0.01,EB,79.034631,-74.197026,11.717,1331.505984,6.369402,8.777545508,327430,4,4,3,2.3865154,,5006,,148.95291,0.41165
8362,141028509,0.01,J,79.152704,-75.499229,11.968,1326.090781,0.833897,4.808850508,360,4,4,3,1.8224708,1.14732,5943,4.28649,10.40586,-0.14455
8363,141029164,0.01,J,79.054371,-77.039611,11.325,1326.010265,1.003732,4.010190385,50760,4,4,3,1.6475627,1.16358,5907.25,4.27987,83.23445,0.51172
8364,141029841,0.01,J,79.290193,-76.750896,11.185,1325.912629,0.286731,2.254118553,1080,4,4,3,2.19757,2.13391,9503,4.08372,32.98155,-0.20901
8365,141030008,0.01,J,79.29083,-76.334306,8.94,1339.471726,24.572409,2.642025416,4980,4,4,3,10.703103,0.712105,4749.6,1.90095,25.821,0.02676
8366,141030825,0.01,J,79.29499,-75.048253,9.716,1325.782596,1.081096,3.280131752,140,4,4,3,1.628361,1.49888,6665.315,4.25031,9.78427,0.16022
8367,141088762,0.01,EB,79.565116,-74.698085,5.839,1325.758869,0.544071,1.611320674,40,4,4,3,,,,,11.32912,0.21963
8368,141091430,0.01,EB,79.234944,-72.331533,10.772,1326.502483,1.090865,3.030684778,370,4,4,3,0.821053,0.796733,4881,,14.71527,0.17225
8369,141094307,0.01,J,79.692227,-73.120552,11.937,1325.8665,1.728291,5.043429665,510,4,4,3,18.26211,,4971,,11.05308,0.19792
8370,141096229,0.01,EB,79.65682,-75.104405,9.916,1361.595741,20.58978,4.867423992,207430,4,4,3,2.8112602,1.13816,5802.375,3.62288,95.15308,0.43798
8371,141096348,0.01,J,79.926019,-75.256889,11.286,1325.695554,0.183025,2.031665352,830,4,4,3,1.0594698,0.943609,5794.5,4.07333,48.79155,-0.52704
8372,141097099,0.01,J,79.61873,-76.554791,11.068,1326.129684,0.628155,2.411361414,850,4,4,3,10.3018465,,4532.7275,,19.08621,0.08925
8373,141121080,0.01,J,79.70715,-77.522288,10.606,1325.998236,0.86304,4.060982938,1570,4,4,3,1.2535549,1.25628,5838,4.24659,24.61659,-0.06896
8374,141121086,0.01,J,79.765068,-77.538019,11.938,1349.675941,14.932408,2.490725654,14400,4,4,3,0.8574264,0.924024,4936.6133,4.43093,27.32601,0.05566
8375,141121087,0.01,J,79.696117,-77.543331,10.492,1334.370932,39.99603,15.17609362,830,4,4,3,2.8711178,0.757746,4734.8223,2.90951,10.72632,0.22991
8376,141121236,0.01,J,80.211262,-77.92028,8.39,1342.653609,48.782866,8.991657861,1830,4,4,3,0.78210354,0.888216,5369.5,4.51911,20.13957,0.22984
8377,141121972,0.01,J,80.304942,-75.917355,7.542,1325.691159,0.128996,1.611294196,710,4,4,3,6.095081,1.60783,7050,3.10061,53.80182,-0.28072
8378,141122113,0.01,J,80.229292,-75.634727,8.535,1325.969606,0.295775,1.564815384,160,4,4,3,10.684007,0.788865,4817.033,3.08,10.58729,-0.25087
8379,141122196,0.01,EB,80.148711,-75.527862,11.828,1326.377334,1.350767,4.659821966,757030,4,4,3,10.036021,,4914.34,,168.81214,0.43383
8380,141122198,0.01,EB,80.181313,-75.525428,10.972,1326.377206,1.350767,4.848821285,357730,4,4,3,2.09207,1.98978,8985.5,4.09608,189.91726,0.43466
8381,141122677,0.01,J,80.079784,-74.904863,10.107,1325.910957,0.33841,4.200128338,1480,4,4,3,1.5120012,1.76993,7044.36,4.24183,37.18477,-1.26789
8382,141124793,0.01,EB,80.256151,-72.848401,11.253,1328.347022,2.943258,2.681425768,18510,4,4,3,1.8670702,1.10138,5886,3.79955,210.59923,0.40422
8383,141126559,0.01,J,80.556139,-71.93843,10.64,1326.070231,0.776692,4.802007027,525260,4,4,3,1.84548,1.69911,7427,4.13643,181.70179,0.40234
8384,141127541,0.01,J,80.667112,-72.386987,11.219,1327.212421,1.77612,4.83815088,560,4,4,3,0.7580387,0.934262,5136.9336,4.42311,12.4993,0.18223
8385,141128236,0.01,J,80.472782,-72.779396,10.899,1326.013811,0.53023,1.245446642,280,4,4,3,2.0892863,1.09376,6003.937,,9.22248,0.20275
8386,141152927,0.01,J,80.70551,-75.004523,9.54,1325.72855,0.148943,0.428884347,140,4,4,3,1.1454011,1.27199,6495.8496,4.36107,10.63482,0.10761
8387,141152931,0.01,J,80.586807,-75.010138,8.163,1325.829669,0.148937,0.503824084,1680,4,4,3,1.59382,1.83993,7441,4.30126,22.52939,0.11534
8388,141152964,0.01,J,80.587175,-75.040328,11.108,1325.773678,0.148958,0.47797643,390,4,4,3,,,3477,,11.50915,0.19332
8389,141153880,0.01,J,80.681223,-76.614499,7.239,1329.531169,0.502735,0.592181611,520,4,4,3,12.678215,0.679768,4619.91,1.97845,15.34272,0.26352
8390,141154953,0.01,J,80.946864,-76.185312,10.264,1326.103433,0.555314,3.231794205,320,4,4,3,1.8530961,1.59716,7035.9,4.12253,11.86081,0.05621
8391,141156752,0.01,J,81.12211,-73.73233,13.393,1347.622277,46.762346,11.89634082,15930,4,4,3,,,3222,,14.40532,0.16434
8392,141156835,0.01,J,80.881751,-73.647777,10.358,1338.958565,3.96986,1.103303491,1550,4,4,3,13.081864,0.693561,4280.0405,,15.40008,0.2143
8393,141157469,0.01,J,80.856422,-73.11241,11.567,1327.218299,19.408294,6.167179501,6610,4,4,3,4.086884,,4836.92,,12.86621,0.17742
8394,141157968,0.01,J,80.974569,-72.758528,11.883,1332.542078,24.092364,5.018921268,18700,4,4,3,1.439189,,4920.7,,19.00069,0.27665
8395,141181192,0.01,J,80.886985,-72.104916,10.184,1325.72445,0.112494,0.388023304,2810,4,4,3,3.1171153,1.84237,7751.6665,4.1141,23.33441,0.10704
8396,141183894,0.01,J,81.518218,-73.124329,10.148,1327.306761,42.930608,5.028032809,6040,4,4,3,1.704264,1.11887,5606.15,4.28,23.03716,0.15113
8397,141184197,0.01,J,81.330623,-73.367084,10.941,1350.229475,42.520705,5.73519269,13880,4,4,3,4.3414965,0.852873,4970.282,,15.30252,0.15145
8398,141185192,0.01,J,81.531919,-74.497169,9.721,1325.692971,0.10252,0.495663696,2940,4,4,3,2.6943312,1.59936,6611.6997,3.8381,35.32357,-0.09164
8399,141186325,0.01,J,81.226484,-76.206796,11.287,1325.783172,0.663566,1.84370486,360,4,4,3,1.2273238,0.984038,5573,4.57741,9.54196,0.17789
8400,141187719,0.01,J,81.855593,-75.894382,10.334,1326.775534,0.652589,2.08447368,640,4,4,3,2.4432046,1.33075,7102.51,4.20843,10.84293,0.07716
8401,141210448,0.01,J,81.788954,-74.755453,8.279,1327.11416,1.927892,0.58068107,520,4,4,3,10.918971,0.733252,4712.7,2.04,10.43392,0.1659
8402,141211326,0.01,J,81.660718,-73.665284,6.304,1327.600721,2.929061,3.498001809,310,4,4,3,10.416171,0.699104,4680.3003,1.34547,10.30757,0.18972
8403,141212720,0.01,J,81.779012,-72.522324,12.103,1325.750953,0.733677,3.20998361,1150,4,4,3,,,4570.21,,16.46616,-0.06833
8404,141213145,0.01,J,81.712287,-72.28406,9.966,1329.52645,1.007137,0.512914731,850,4,4,3,10.38658,0.726254,4576.56,2.09,11.37124,0.20957
8405,141215141,0.01,J,82.06637,-72.739508,9.684,1331.150954,41.019363,4.183975026,1500,4,4,3,2.1079085,1.22188,6073.5005,3.91719,20.21938,0.20505
8406,141215494,0.01,J,82.024734,-73.104267,11.673,1325.706158,0.390043,2.082642399,20270,4,4,3,1.0034971,1.14775,6099.05,4.28631,59.27715,-0.20761
8407,141216430,0.01,J,82.110491,-74.423341,9.765,1327.783965,1.382139,1.101288355,420,4,4,3,12.125312,,4502.952,,11.27342,0.18086
8408,141268467,0.01,EB,82.513237,-76.248762,7.69,1326.458165,2.090598,4.646144995,673340,4,4,3,1.8938142,1.30061,6137.75,3.98035,1280.79262,0.48452
8409,141273631,0.01,J,82.899475,-73.152809,10.11,1325.96421,0.390646,4.709034394,240,4,4,3,12.548678,,4322.32,,22.34793,-1.29992
8410,141278793,0.01,J,82.897392,-73.510048,11.87,1325.800576,0.195066,0.838378063,3820,4,4,3,2.3486679,1.68229,7345,4.13941,25.05508,-0.02285
8411,141280197,0.01,J,82.843606,-76.167975,8.616,1327.518396,1.001374,0.826974704,260,4,4,3,18.834991,0.663761,4637.865,,10.31331,0.21433
8412,141280442,0.01,J,82.899715,-76.969276,8.768,1325.950229,0.445312,2.511880305,170,4,4,3,8.359456,0.731271,4715,2.1,14.23568,0.09023
8413,141280602,0.01,J,82.831381,-77.582808,10.571,1325.958338,1.980233,6.313299641,250,4,4,3,12.922514,,4397.88,0.14,10.59809,0.23811
8414,141281223,0.01,J,83.302906,-75.87048,11.968,1325.763464,0.121787,0.112151213,1500,4,4,3,2.02121,1.56693,8716,4.0306,10.46326,0.22394
8415,141282219,0.01,J,83.300317,-74.015113,10.789,1325.722046,0.525327,2.327408741,250,4,4,3,10.380192,0.737352,4811.4233,,9.55246,0.14159
8416,141282445,0.01,J,83.422299,-73.671183,10.844,1325.784569,0.111126,0.0266169,26530,4,4,3,4.1505075,1.73086,7889,4.13103,11.14803,0.25154
8417,141282643,0.01,J,83.437681,-73.432039,11.736,1325.824993,0.267675,1.65551634,1940,4,4,3,2.1964724,0.943875,5136.99,4.41567,52.69498,0.39561
8418,141284433,0.01,J,83.243679,-71.983713,10.42,1326.560722,41.702235,11.12949248,2610,4,4,3,1.8768775,1.34364,6601.19,3.58,15.31619,0.17371
8419,141332108,0.01,J,45.676185,-7.685522,4.517,1411.199976,0.190832,1.600286619,10310,4,1,2,8.556459,,5036.6665,,64.65269,-0.69374
8420,141332789,0.01,J,45.8389,-8.0876,10.56,1411.162502,0.59136,7.1672832,2050,4,1,2,0.366,0.374,3458,4.88434,32.21516,-0.63027
8421,141333573,0.01,EB,83.79737,-77.713294,11.386,1327.858046,2.123719,5.043407881,106670,4,4,3,2.2109728,0.913436,5307,4.43889,554.10398,0.40308
8422,141334428,0.01,J,83.735028,-75.650406,7.731,1325.586603,0.57397,10.2182272,310,4,4,3,,,3286.75,,87.23583,-0.57313
8423,141334574,0.01,J,83.732047,-75.393607,13.249,1343.396205,48.782866,10.52539117,29900,4,4,3,,,3827.82,,24.87918,0.19653
8424,141334793,0.01,EB,83.591665,-75.09827,9.186,1325.79982,0.736522,1.640912094,780,4,4,3,1.1735485,1.24348,6038.4,4.38096,51.11424,0.43517
